packaging,base_name,ecommerce_category,mrp
standard,Tata Tea Preumum,Tea & Beverages,520
standard,Tata Tea Teaveda,Tea & Beverages,126
250g,Tata tea Gold,Tea & Beverages,145
1L,Tej Mustard oil,Cooking Oils,225
standard,Tejpan,Food & Grocery,10
standard,Tejpan,Food & Grocery,20
standard,Tejpan,Food & Grocery,50
standard,Tejpan,Food & Grocery,100
1kg,Tide Jasmine & Rose,Laundry & Detergent Powder,124
1kg,Tide Powder,Laundry & Detergent Powder,140
standard,TATA SALT 1 kg,"Salt, Sugar & Jaggery",28
200g*5,Tide Soap,Laundry & Detergent Powder,78
250g,Tikha Gathiya,Snacks & Namkeen,75
250g,Tikhat Shev,Food & Grocery,75
250g,Til Gud Gajak,Baby Foods,130
250g,Til Gud Pista,Dry Fruits & Nuts,140
250g,Til Laddu,Indian Sweets,90
500g,Til Laddu,Indian Sweets,220
200g,Til Papadi,Food & Grocery,85
250g,Til laddu sp,Baby Foods,110
100g,Tiptop Mukhwas,Mukhwas & Mouth Freshener,50
250g,Tiptop Mukhwas,Mukhwas & Mouth Freshener,100
standard,Tomato chakli,Snacks & Namkeen,70
190ml,Tresemme DR Shampoo,Hair Care & Shampoo,220
190ml,Tresemme HD Conditioner,Hair Care & Conditioner,187
250g,Turdal,Dals & Pulses,49
500g,Turdal,Dals & Pulses,98
1pic,Aadhar Oil,Cooking Oils,180
500g,Turdal Dp,Dals & Pulses,110
1kg,Turdal oily,Dals & Pulses,190
500g,Turdal oily,Dals & Pulses,95
500g,Turmeric Powder,Masala & Spices,240
100g,Turmeric powder,Masala & Spices,48
250g,Turmeric powder,Pet Supplies,120
standard,Ujala 250 ml,Laundry & Softener & Bleach,80
1+1,Unibic Oats Cookies,Biscuits & Cookies,50
200g,Upwas Khakhra,Food & Grocery,100
200g,Til katri,Food & Grocery,70
250g,Urad Dal,Dals & Pulses,49
500g,Urad Dal,Dals & Pulses,98
1kg,Urad Dal Surati,Dals & Pulses,220
250g,Urad Dal Surati,Dals & Pulses,55
500g,Urad Dal Surati,Dals & Pulses,110
250g,Urad pith,Flours & Semolina,60
200g,Tomato Banana Wafer,Biscuits & Cookies,80
500g,Urad pith,Flours & Semolina,120
100g,Utane,Food & Grocery,80
50g,Utane,Food & Grocery,40
standard,VICCO 200G CDB VAJRADANTI AYURD MEDCN 18 HERBS&BARKS+FR 1N SENSOCLN TB,Oral Care & Toothpaste,127
standard,VIJAYA 500M PPH AgARK SPECIAL GRADE GHEE TELANGANA SIMPLY THE BEST MI,Curd & Dairy,325
500ml,Vanaspati Dala,Ghee & Dairy Fats,120
100g,Vandevi Hing,Masala & Spices,160
200g,Vandevi Hing,Masala & Spices,320
500g,Vandevi Hing,Food & Grocery,800
50g,Vandevi Khada Hing,Food & Grocery,74
standard,Vanish Liq.,Laundry & Softener & Bleach,207
100ml,Vaseline Cocoa Glow,Chocolates & Confectionery,95
300g,Veeba Caesar Dressing,"Sauces, Jams & Spreads",149
standard,Veeba Chilli Oregano sauce,"Sauces, Jams & Spreads",135
standard,Veeba Chipotle Southwest Dressing,Food Colors & Essences,169
100g,Veeba Mayonnaise,"Sauces, Jams & Spreads",45
standard,Veeba Olive Oil mayonnaise,"Sauces, Jams & Spreads",175
30g,Veet Cream 5in1,Hair Removal,75
25g,Veet Men Normal Skin,Food & Grocery,63
15g,Vicco Turmeric cream,Skin Care & Face Cream,66
30g,Vicco Turmeric cream,Skin Care & Face Cream,125
100g,Vicco Vajradanti,Oral Care & Toothpaste,73
standard,Vicco soft toothbrush,Masala & Spices,44
standard,Vijaya Ghee 1kg Special,Ghee & Dairy Fats,510
standard,Vim Gel Bottle,Household Cleaning,445
300g,Vim Lemons,Laundry & Detergent Bar,30
65g,Vim Lemons,Household Cleaning,5
250g,Vim Pudina,Household Cleaning,24
250g,WAGH BAKARI Spices tea,Tea & Beverages,160
standard,Wagh Bakri Tea,Tea & Beverages,140
standard,Wagh Bakri Tea,Tea & Beverages,280
standard,Wal 250 g,Food & Grocery,50
330gs,Veeba Barbeque Sauce,"Sauces, Jams & Spreads",155
1.pic,NP Sunflower Oil,Cooking Oils,170
500g,Pro Nature Besan,Flours & Semolina,146
250g,Waldal,Dals & Pulses,80
standard,Walnut,Dry Fruits & Nuts,900
100g,Everest Kashmirilal,Masala & Spices,100
500kg,Wheat Laddu Pith,Flours & Semolina,36
250g,Wheat Chivda,Snacks & Namkeen,80
1kg,Wheat Flour,Flours & Semolina,60
standard,Wheat Kaju Nankatai,Dry Fruits & Nuts,50
100g,Wheat Mamara,Food & Grocery,30
200g,Wheat Mamara,Food & Grocery,60
1kg,Wheel 2in1 Powder,Laundry & Detergent Powder,73
500g,Wheel 2in1 Powder,Laundry & Detergent Powder,33
1kg,Wheel Blue,Laundry & Detergent Powder,56
250g,White Dhokala Atta,Flours & Semolina,35
500g,White Dhokala Atta,Flours & Semolina,70
100g,White Til,Food & Grocery,36
1kg,White Til,Food & Grocery,320
250g,White Til,Food & Grocery,90
50g,White Til,Food & Grocery,18
30g,White Tone Powder,Food & Grocery,65
250g,White Vatana,Food & Grocery,40
500g,White Vatana,Food & Grocery,80
70g,WhiteTone Face Powder,Skin Care & Face Care,100
standard,Woods natural incense,Pooja Essentials,150
500,YOJAK KARVAND SY,Food & Grocery,100
500,YOJAK KOKAM,Food & Grocery,75
100g,Yardley English Lavender,Talcum Powder,132
standard,Yardley London HW 750ml + 180ml free,Food & Grocery,109
250g,Yellow B Wefer,Food & Grocery,110
100g,Yellow Rai,Food & Grocery,36
2,ariel top lit,Laundry & Detergent Powder,430
100g,charoli,Baby Foods,320
50g,charoli,Baby Foods,160
standard,charowli,Food & Grocery,50
200g,chanachor,Food & Grocery,90
standard,charowli,Food & Grocery,200
50g,charowli,Food & Grocery,100
100g,cheesling,Baby Foods,35
standard,cho eclair,Food & Grocery,120
standard,clean & clear face wash,Skin Care & Face Wash,180
150g,colgate,Oral Care & Toothpaste,92
120g,colgate total advanced health,Oral Care & Toothpaste,154
80g,colget max,Food & Grocery,68
standard,colin,Household Cleaning,104
150g,dibichek biscuit,Biscuits & Cookies,70
725ml,godrej handwash,Handwash & Sanitizers,99
47g,gooreg no 1,Food & Grocery,40
250g,kadak bundi ladu,Baby Foods,70
340ml,Vatika Shampoo Henna &amla,Hair Care & Shampoo,285
standard,kaju tost,Dry Fruits & Nuts,110
250g,kaju tukda,Dry Fruits & Nuts,300
standard,karachi Badam pista biscuits,Dry Fruits & Nuts,120
standard,karachi Cashew Biscuit,Dry Fruits & Nuts,110
250g,methi,Food & Grocery,60
standard,khata mitha,Food & Grocery,70
200g,khari shankarpali,Snacks & Namkeen,80
standard,knor,Baby Foods,65
250g,kothimbir chivda,Snacks & Namkeen,75
250g,lonavala kokum,Baby Foods,120
3,mach,Food & Grocery,275
100g,maggi coconut milk powder,Bakery & Breads,100
standard,manish jira po,Food & Grocery,41
standard,miri po 25 g,Chocolates & Confectionery,35
standard,misal mix,Food & Grocery,160
standard,mix dryfruit,Dry Fruits & Nuts,550
100g,mix dryfruit,Dry Fruits & Nuts,110
standard,mudraa maida,Flours & Semolina,38
standard,multigrain chakli,Snacks & Namkeen,80
250g,khobara khis,Tea & Beverages,150
standard,my fit .P BUTTER ACRUNCH,Cheese & Paneer,419
100g,Everest Panipuri Masala,Masala & Spices,78
standard,nestle everyday whitener 200 g,Coffee,127
standard,oral b charoal,Food & Grocery,99
100g,paanshot,Baby Foods,50
200g,paanshot,Baby Foods,100
250g,pani puri,Food & Grocery,50
50ml,parachute,Hair Care & Oil,20
75rs,parle g gold,Food & Grocery,75
standard,poha,Wheat & Atta,64
standard,pril lime 425 ml,Food & Grocery,116
500g,rajgira,Baby Foods,100
215ml,santoor hand wash,Handwash & Sanitizers,70
standard,satara kandi peda,Indian Sweets,140
2+1,sensodyne toothbrushes,Oral Care & Toothpaste,60
standard,spl dite chivda,Snacks & Namkeen,75
45ml,streax hair serum,Hair Care & Others,110
200g,suffa toast,Bakery & Breads,60
standard,sunsilk black,Chocolates & Confectionery,680
150g,surf excel,Laundry & Detergent Powder,22
200g,sweet banana,Baby Foods,100
standard,tata sampann poha,"Rice, Poha & Puffed Rice",48
180ml,vanish oxi action,Laundry & Softener & Bleach,65
standard,vaseline jelly 50 g,Skin Care &  Body Lotion,79
250g,Walnut,Dry Fruits & Nuts,550
standard,watermelon seed,Food & Grocery,99
500g,Tide Powder,Laundry & Detergent Powder,73
500g,Khajoor Pak,Indian Sweets,400
standard,ASR 90 g PLPCH RED COCONUT RED CHUTNEY,Masala & Spices,50
standard,Maggi 2 Minute ,Food & Grocery,15
standard,ANUVED CHANAN,Food & Grocery,81
standard,AMUL 200 g CHEESE SLICE [PROCHS],Cheese & Paneer,136
100g,ASR Chutney Powder,Pickles & Chutneys,50
500g,Exo Round,Household Cleaning,60
standard,Sonal Diet Rangeela Mix ,Snacks & Namkeen,85
standard,Alpino Coconut Pb. Smooth,Food & Grocery,199
standard,Alpino Natural Pb. Smooth U.s.,Food & Grocery,219
standard,Alpino Organic Pb. Smooth U. S.,Food & Grocery,249
standard,Alpino Classic Pb. Smooth,Milk & Dairy,199
standard,Alpino Hp.pb Smooth Natural,Food & Grocery,649
standard,Alpino Natural Pb .crunch U. S.,Food & Grocery,499
standard,Alpino Natural Pb .smooth U. S.,Food & Grocery,499
standard,Alpino Pb Dark Chocolate,Chocolates & Confectionery,649
standard,Ambi pur rose & blossom room freshener,Air Fresheners,279
standard,Ambi pur sweet berries room freshener,Air Fresheners,279
100g,Everest Pav Bhaji Masala,Masala & Spices,90
180ml,Amul Kool kesar,Food & Grocery,22
50g,Everest Pav bhaji masala,Masala & Spices,47
220g,Nuts & Seeds,Dry Fruits & Nuts,110
standard,Cocktail Nuts,Dry Fruits & Nuts,120
1L,Amul Pure Ghee,Ghee & Dairy Fats,660
125g,Anuved aloevera,Bathing Soaps & Body Wash,81
300g,Desi Ghee Soanpapdi Rose,Indian Sweets,200
125g,Anuved kesar,Bathing Soaps & Body Wash,75
125g,Anuved pahadi gulab,Food & Grocery,75
standard,BRITANIA CORS,Food & Grocery,20
50g,Everest Rajama Masala,Masala & Spices,43
standard,Bake Lite 200 g Plpch Milk Toasted Bread,Bakery & Breads,63
50g,Badshah Pav Bhaji Masala,Masala & Spices,47
125g,Anuved panchamrit,Bathing Soaps & Body Wash,81
500g,Bambino Vermicelli,"Noodles, Pasta & Vermicelli",53
125g,Anuved chandanam,Bathing Soaps & Body Wash,75
200g,Bambino Roasted Vermicelli,"Noodles, Pasta & Vermicelli",30
125g,Anuved kewda,Bathing Soaps & Body Wash,81
100gs.,Bedekar Ready Pickles Mix,Pickles & Chutneys,80
300g,Spl Desi Ghee Soanpapadi,Indian Sweets,200
200gs,Bisk Farm Just Ginger Biscuits,Biscuits & Cookies,30
50g,Everest Sambhar masala,Masala & Spices,42
50g,Everest Sabji Masala,Masala & Spices,38
73g,Britania Marie Gold,Biscuits & Cookies,10
67g,Britania NC Cracker Suga free,Biscuits & Cookies,10
standard,Britania Nice Time,Food & Grocery,10
150g,Britania Toastea,Tea & Beverages,30
standard,Zig Zag Colgate Toothbrush,Oral Care & Toothbrush,20
300G,Bisk Farm Sugar Free Marie,Biscuits & Cookies,55
200g,Bru Green Label,Coffee,180
57g,Britania Jimjam,Biscuits & Cookies,9
40.5g,Maska Chaska,Biscuits & Cookies,9
110g,Britania 50 50 Gol Maal,Food & Grocery,20
24g,CDM Chocolate,Chocolates & Confectionery,20
36g,CDM Chocolate Fruit & Nut,Chocolates & Confectionery,45
100g,Kaju,Dry Fruits & Nuts,120
36g,CDM Chocolate Roast Almond,Chocolates & Confectionery,45
137g,CDM Silk Fruit & Nut,Chocolates & Confectionery,175
116g,CDM Silk Mousse,Chocolates & Confectionery,175
50g,CDM Silk Mousse,Chocolates & Confectionery,80
130g,CDM Silk Oreo,Chocolates & Confectionery,175
60g,CDM Silk Oreo,Chocolates & Confectionery,80
143g,CDM Silk Roast Almond,Chocolates & Confectionery,175
58g,CDM Silk Roast Almond,Chocolates & Confectionery,80
58g,CDM silk Hazelnut,Chocolates & Confectionery,80
standard,CHHUNDO,Pickles & Chutneys,150
80g,Cadbury Bournville Fruit & Nut,Chocolates & Confectionery,100
126g,Cadbury Dairymilk,Chocolates & Confectionery,100
24g,Cadbury Fuse,Chocolates & Confectionery,20
200g,Pizza Khari,Bakery & Breads,100
500g,Black Khajoor,Dry Fruits & Nuts,240
60g,Champion wafer roll black vanilla,Biscuits & Cookies,30
70g,Champion wafer roll dark chocolaty,Biscuits & Cookies,40
standard,Cheesy Jalapeno Sauce,"Sauces, Jams & Spreads",99
standard,Cheesy Sauce,"Sauces, Jams & Spreads",99
50g,Vandevi Hing,Masala & Spices,80
standard,Ching'S green chilli sauce,"Sauces, Jams & Spreads",25
500g,Kaju,Dry Fruits & Nuts,500
100g,kaju,Baby Foods,160
100g,Colgate Active Salt,Oral Care & Toothpaste,84
200g,Colgate Active Salt,Oral Care & Toothpaste,166
standard,Ching's Green Chilli sauce,"Sauces, Jams & Spreads",60
standard,Ching's Red Chilli Sauce,"Sauces, Jams & Spreads",60
standard,Carbolic Soap,Bathing Soaps & Body Wash,30
225g,Cinthol Cool,Bathing Soaps & Body Wash,120
200ml,Chitale Buffelo,Ghee & Dairy Fats,150
150g,Champion blackcurrant biscutts,Biscuits & Cookies,35
340ml,Clinice plus shampoo,Hair Care & Shampoo,175
200g,Udpi Murku,Masala & Spices,70
40g,Colgate Kids Strawberry,Oral Care & Toothpaste,60
1N,Colgate Super Flexi,Oral Care & Toothbrush,20
50g,Colgate Visible White,Oral Care & Toothpaste,66
80g,Closeup,Oral Care & Toothpaste,70
250ml,Colin,Household Cleaning,75
860ml,Comfort Lily,Food & Grocery,235
860ml,Comfort anti bacterial,Food & Grocery,235
200ml,Comfort lily,Food & Grocery,58
250g,kharik tukda,Baby Foods,150
75g,Dark Fantasy Choco Fills,Chocolates & Confectionery,40
standard,Dark fantasy big choco fills 150 g,Biscuits & Cookies,75
150g,Dermi Cool Menthol Regular,Food & Grocery,125
150g,Dermi Cool Soothing Lavender,Food & Grocery,125
standard,Dettol Green,OTC Medicines,98
250g,Surf Excel Soap,Household Cleaning,38
standard,Dettol Liq. Green,Handwash & Sanitizers,193
300g,Dettol Original,Bathing Soaps & Body Wash,135
300g,Dettol cool,Household Cleaning,135
300g,Dettol skincare,Household Cleaning,99
standard,Dettole Sanitizer Spring Bloosam,Household Cleaning,290
standard,Domex Blue,Floor & Surface Cleaners,210
100ml,Dove Body Lotion NR,Skin Care &  Body Lotion,100
100ml,Dove Body Lotion SB,Skin Care &  Body Lotion,110
175ml,Dove Daily Shine Conditioner,Hair Care & Shampoo,210
standard,Lg Hing ,Masala & Spices,195
180ml,Dove Dandruff Care Shampoo,Hair Care & Shampoo,160
standard,Dettol Anti Liq.,OTC Medicines,159.37
50g,Dove FW,Food & Grocery,175
340ml,Dove HRFSH Shampoo,Hair Care & Shampoo,305
340ml,Dove Hair Fall Rescue Shampoo,Hair Care & Shampoo,299
180ml,Dove Hair Fall Shampoo,Hair Care & Shampoo,160
180ml,Dove Healthy Shampoo,Hair Care & Shampoo,160
340ml,Dove Intense Repair,Food & Grocery,255
1kg,TIDE,Household Cleaning,140
standard,EVERYDAY MILK PO,Milk & Dairy,10
100,ELACHI PO,Food & Grocery,140
3*125g,Dove pink soap,Bathing Soaps & Body Wash,325
3*125g,Dove Soap,Bathing Soaps & Body Wash,249
340ml,Dove Daily,Hair Care & Shampoo,490
200g,Rajgira Chikki,Snacks & Namkeen,80
100g,Eno Regular,Food & Grocery,185
500g,QUINOA,Food & Grocery,260
72.5g,Veg Atta Maggi,Food & Grocery,28
100g,Everest Chhole Masala Jar,Masala & Spices,76
standard,Captain Cook Salt,"Salt, Sugar & Jaggery",25
50g,Everest Kitchen King Masala,Masala & Spices,47
100g,Everest Sambhar Masala Jar,Masala & Spices,72
100g,Everest Tea Masala,Tea & Beverages,120
200g,Everest Tikhalal Jar,Masala & Spices,100
100g,Everest Coriander,Masala & Spices,40
20g,Everest Milk Masala,Masala & Spices,87
standard,Everest Tikhalal Chilli Powder 200 g,Masala & Spices,108
50g,Everest Tea Masala,Tea & Beverages,68
190g,Coffy Bite,Chocolates & Confectionery,50
standard,Lotte Choco Pie ,Biscuits & Cookies,180
50g,Dry ginger powder,Food & Grocery,44
250g,Upvas Kachori,Food & Grocery,110
90g,Nescafe Gold,Coffee,675
standard,Dehhat Air Cow Ghee,Ghee & Dairy Fats,1600
250g,Jamnagar Kachori,Food & Grocery,90
standard,Gowardhan Dahi 200g ,Food & Grocery,25
100g,Everest pink salt,"Salt, Sugar & Jaggery",79
18g,EveryDay Milk Powder,Milk & Dairy,10
80g,Fair & Lovely,Food & Grocery,180
50g,Fair & lovely,Skin Care & Face Cream,110
50g,Fair & lovely Winter glow,Food & Grocery,120
250ml,Fiama Shower Gel P & A,Bathing Soaps & Body Wash,225
250ml,Fiama Men BW,Food & Grocery,199
250ml,Fiama BW lemongrass & jojoba,Bathing Soaps & Body Wash,199
standard,Fiama lemongrass &jojoba shower gel,Bathing Soaps & Body Wash,399
250ml,Fiama men BW Cool Burst,Food & Grocery,225
standard,Fiama peach & avocado shower gel,Hair Care & Shampoo,399
200g,Aaluvadi Stick,Masala & Spices,80
standard,Mogu Mogu Mango,Juices & Concentrates,70
250Ml,Figaro Extra Virgin Olive Oil,Cooking Oils,449
250g,Funfoods Mayonnaise Green Mint,"Sauces, Jams & Spreads",89
325g,Funfoods Pasta&Pizza sauce NOG,"Sauces, Jams & Spreads",89
250ml,Figaro Extra Vargin Olive Oil,Cooking Oils,449
standard,GEMS Surprise,Chocolates & Confectionery,45
standard,GORKERI,Pickles & Chutneys,150
standard,GREEN TEA,Tea & Beverages,70
standard,Fun Foods Cheese Chili Sandw Spread275 g,"Sauces, Jams & Spreads",99
245g,Funfoods Mayonnaise Tandoori,"Sauces, Jams & Spreads",89
250g,Funfoods Mayonnaise Burger,"Sauces, Jams & Spreads",99
1L,Fortune Sunflower Oil Refill,Cooking Oils,175
standard,Ganesh Tea,Tea & Beverages,140
standard,Maggi Double Masala ,"Noodles, Pasta & Vermicelli",20
140g,Garden Mix Farsan,Snacks & Namkeen,50
standard,Ganesh Tea,Tea & Beverages,310
standard,Garlic Mayo,"Sauces, Jams & Spreads",119
3.16,Garnier Burgundy,Hair Colours,180
23g,Garnier Light Complete,Skin Care & Face Care,69
1,Garnier Natural black,Hair Colours,180
50g,Garnier Soomthing FW,Skin Care & Face Cream,85
5.32,Garnier caramel brown,Hair Colours,180
5,Garnier light brown,Hair Colours,180
standard,Garnier power white 50 g,Skin Care & Face Wash,99
1L,Gemini Sunflower Oil,Cooking Oils,195
196g,Gillette foam regular,Food & Grocery,199
200g,Hershey Cho Syrup,Baking & Dessert,110
100g,Dryfruit Choclate,Chocolates & Confectionery,100
250g,Bhajani Chakali,Snacks & Namkeen,130
standard,Girnar Royal Cup Tea,Tea & Beverages,280
100g,Gits sambar mix,Masala & Spices,65
200g,Gits rava idli,Cereals & Breakfast,80
200g,Gits rabdi,Baking & Dessert,99
200g,Gits dahi vada,Ready to Cook & Instant Mixes,110
200g,Gits khatta dhokla,Ready to Cook & Instant Mixes,75
200g,Gits dosa,Cereals & Breakfast,80
200g,Gits gulab jamun,Indian Sweets,125
200g,Good Day cashew,Biscuits & Cookies,45
120g,Good Day,Biscuits & Cookies,25
60g,Good Day Cashew,Biscuits & Cookies,10
39g,Good Day Choco chip,Chocolates & Confectionery,10
500ml,Gir A2 Cow Ghee,Ghee & Dairy Fats,1120
125g,Glucon D nimbu pani,Health Drinks,56
180g,Gits khaman dhokla,Ready to Cook & Instant Mixes,75
200g,Gits rice idli,Cereals & Breakfast,80
standard,Gits 500 Ml Pljar Pureghee Made From Cows Milk,Ghee & Dairy Fats,385
45,Mango Bar,Dry Fruits & Nuts,45
200g,Dryfruit Choclate,Chocolates & Confectionery,200
standard,Good Night Silver Powder 30 Mats,Household Utilities,70
standard,Good home floral room freshener,Air Fresheners,149
standard,Good home lavender room freshener,Air Fresheners,149
standard,Good home lemon room freshener,Air Fresheners,149
standard,Good home sandal room freshener,Air Fresheners,149
standard,Sunsilk Shampoo 350g  ,Handwash & Sanitizers,469
1L,Gowardhan Ghee Pouch,Ghee & Dairy Fats,765
200ml,Gowardhan Ghee,Ghee & Dairy Fats,192
1L,Gowardhan Ghee,Ghee & Dairy Fats,799
5rs,Vim Bar,Household Cleaning,5
200g,Poha Sev,Food & Grocery,70
3+1*125g,Chandrika,Bathing Soaps & Body Wash,140
500g,Haldiram Sonapapadi,Indian Sweets,130
140g,Pepsodent Gumcare,Oral Care & Toothpaste,129
standard,Sunflower Vanaspati 174 g,Cooking Oils,54
standard,Haldiram'S soan papdi coconut,Indian Sweets,75
3*150g,Hamam soap,Bathing Soaps & Body Wash,190
standard,Harpic,Household Cleaning,116
standard,Haldiram'S Orange soan papdi,Indian Sweets,80
350g,Hershey's Spreads Cocoa Almond,Instant Drink Powder,310
100ml,Himalaya Lemon FW,Skin Care & Face Wash,130
75g,Himalaya Moisturizing Baby Soap,Bathing Soaps & Body Wash,50
50ml,Himalaya Neem FW,Skin Care & Face Wash,89
75g,Himalaya Refreshing Baby soap,Baby Care,50
4N,Gillette Mach3,Food & Grocery,599
standard,Honey Mustard,Honey & Natural Sweeteners,119
200ml,Indulekha Shampoo,Hair Care & Shampoo,234
standard,Italian Herb Mayo,"Sauces, Jams & Spreads",119
200g,Agra Taj Petha,Indian Sweets,65
standard,Scrotch Brite Broom ,Household Cleaning,375
200g,K Pra Rajgira Flour,Ready to Cook & Instant Mixes,75
standard,KITKAT MIXFRUIT,Chocolates & Confectionery,30
standard,KELLOGG'S 240 g PPH MUESLI FRUIT&NUT WITH 21% FRUIT 5 GRAIN,Cereals & Breakfast,180
400ml,KLF Coconut Milk,Milk & Dairy,209
500ml,Jyoti Finel,Food & Grocery,110
200g,Kissan Chilli Tomato Sauce,"Sauces, Jams & Spreads",65
100G,Katadare Groundnut Chutney,Pickles & Chutneys,45
standard,Cornflex,Diet & Health Foods,125
1ltr,Pril Lime,Kitchen Cleaners,204
standard,KHAMAN GUNDA,Food & Grocery,160
500g,Kissan Orange Marmalade,"Sauces, Jams & Spreads",175
500g,Kissan Pineapple Jam,"Sauces, Jams & Spreads",175
standard,Kissan Sweet Spicy,"Sauces, Jams & Spreads",70
900g,Kissan Tomato Ketchup,"Sauces, Jams & Spreads",100
200g,LAXMI NARYAN,Food & Grocery,90
500ml,Klinol Finel,Floor & Surface Cleaners,130
1L,Klinol Finel,Food & Grocery,195
200g,Kissan Mixed Fruit Jam,"Sauces, Jams & Spreads",85
63g,Krack Jack,Food & Grocery,10
950g,Kissan nog,"Sauces, Jams & Spreads",130
50g,Lakme Creame FW,Skin Care & Face Wash,120
100g,Lakme lemon fresh face wash,Skin Care & Face Wash,225
100g,Lakme peach burst face wash,Skin Care & Face Wash,225
200ml,Klinol Finel,Floor & Surface Cleaners,50
200g,Kwality Pista Badam Cookies,Dry Fruits & Nuts,125
100g,Pepsodent,Oral Care & Toothpaste,69
standard,Korean Hot & spicy maggi,Food & Grocery,55
4U*45g,Lifebuoy,Food & Grocery,40
standard,Sabudana Pro Nature,Food & Grocery,94
standard,campure Corn,Household Cleaning,120
25Bag,Lipton GRN Lemon,Food & Grocery,165
25Bag,Lipton GRN P&L,Food & Grocery,170
standard,Lipton Green tea Honey Lemon,Tea & Beverages,170
standard,Lipton Honey Lemon Green Tea Bags,Tea & Beverages,70
25N,Lipton SIP & DIG,Food & Grocery,180
250ml,Liril Cooling Mint BW,Food & Grocery,180
3*125g,Liril soap,Bathing Soaps & Body Wash,210
450ml,Lizol Bathroom Cleaner,Household Cleaning,136
standard,Lizol 3In1 Surface Cleaner Citrus 975 Ml,Floor & Surface Cleaners,249
